level,name,shortcode,description,uri,broaderconcept,narrowerconcept,page_content
3,journalism and reporting,321,"Journalism and reporting is the study of the theory and practices of journalism/reporting as part of the field of mass communication. Journalism and reporting is about the wording and content of messages. It comprises news reporting, writing commentaries and feature stories of public interest etc.
Programmes and qualifications with the following main content are classified here:
Broadcast journalism
Editing
Information (wording and content)
Journalism
Mass communication (wording and content)
News reporting

=== Exclusions
Study of techniques for mass communication (e.g. printing and radio/TV production) is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of lay-out and publishing design is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of public relations is excluded from this detailed field and included in detailed field 0414 'Marketing and advertising'.",http://data.europa.eu/esco/isced-f/0321,['http://data.europa.eu/esco/isced-f/032'],[],"journalism and reporting. Journalism and reporting is the study of the theory and practices of journalism/reporting as part of the field of mass communication. Journalism and reporting is about the wording and content of messages. It comprises news reporting, writing commentaries and feature stories of public interest etc.
Programmes and qualifications with the following main content are classified here:
Broadcast journalism
Editing
Information (wording and content)
Journalism
Mass communication (wording and content)
News reporting

=== Exclusions
Study of techniques for mass communication (e.g. printing and radio/TV production) is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of lay-out and publishing design is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of public relations is excluded from this detailed field and included in detailed field 0414 'Marketing and advertising'."
2,"business, administration and law not further defined",40,,http://data.europa.eu/esco/isced-f/040,['http://data.europa.eu/esco/isced-f/04'],['http://data.europa.eu/esco/isced-f/0400'],"business, administration and law not further defined. "
3,agriculture not elsewhere classified,819,,http://data.europa.eu/esco/isced-f/0819,['http://data.europa.eu/esco/isced-f/081'],[],agriculture not elsewhere classified. 
3,chemical engineering and processes,711,"Chemical engineering and processes is the study of planning, designing, and developing products and processes where chemical and physical changes occur. It includes designing chemical plants and control systems.
Programmes and qualifications with the following main content are classified here:
Chemical engineering
Chemical process engineering
Laboratory technology
Oil/gas/petrochemicals processing
Plant and machine operation (processing)
Process technology

=== Inclusions
Laboratory technology is included here if emphasis is not given to a specific application.

=== Exclusions
Laboratory technology is excluded from this detailed field if emphasis is given to a specific application (biological, medical, etc.) and is included under the appropriate detailed field (0914 etc.). Biotechnology is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.
Programmes and qualifications with emphasis on the production of a specific material are excluded from this detailed field (e.g. studies with emphasis on paper processing should be included in detailed field 0722 'Materials (glass, paper, plastic, wood)'.",http://data.europa.eu/esco/isced-f/0711,['http://data.europa.eu/esco/isced-f/071'],[],"chemical engineering and processes. Chemical engineering and processes is the study of planning, designing, and developing products and processes where chemical and physical changes occur. It includes designing chemical plants and control systems.
Programmes and qualifications with the following main content are classified here:
Chemical engineering
Chemical process engineering
Laboratory technology
Oil/gas/petrochemicals processing
Plant and machine operation (processing)
Process technology

=== Inclusions
Laboratory technology is included here if emphasis is not given to a specific application.

=== Exclusions
Laboratory technology is excluded from this detailed field if emphasis is given to a specific application (biological, medical, etc.) and is included under the appropriate detailed field (0914 etc.). Biotechnology is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.
Programmes and qualifications with emphasis on the production of a specific material are excluded from this detailed field (e.g. studies with emphasis on paper processing should be included in detailed field 0722 'Materials (glass, paper, plastic, wood)'."
2,"inter-disciplinary programmes and qualifications involving business, administration and law",48,,http://data.europa.eu/esco/isced-f/048,['http://data.europa.eu/esco/isced-f/04'],['http://data.europa.eu/esco/isced-f/0488'],"inter-disciplinary programmes and qualifications involving business, administration and law. "
3,"textiles (clothes, footwear and leather)",723,,http://data.europa.eu/esco/isced-f/0723,['http://data.europa.eu/esco/isced-f/072'],[],"textiles (clothes, footwear and leather). "
3,inter-disciplinary programmes and qualifications involving health and welfare,988,Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to health and welfare are classified here.,http://data.europa.eu/esco/isced-f/0988,['http://data.europa.eu/esco/isced-f/098'],[],inter-disciplinary programmes and qualifications involving health and welfare. Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to health and welfare are classified here.
3,agriculture not further defined,810,,http://data.europa.eu/esco/isced-f/0810,['http://data.europa.eu/esco/isced-f/081'],[],agriculture not further defined. 
3,"social sciences, journalism and information not elsewhere classified",399,,http://data.europa.eu/esco/isced-f/0399,['http://data.europa.eu/esco/isced-f/039'],[],"social sciences, journalism and information not elsewhere classified. "
3,mathematics and statistics not further defined,540,,http://data.europa.eu/esco/isced-f/0540,['http://data.europa.eu/esco/isced-f/054'],[],mathematics and statistics not further defined. 
3,"travel, tourism and leisure",1015,"Travel and tourism is the study of marketing and advertising tourist destinations and events. It includes the study of ticketing and reservation practices. Leisure is the study of recreational and leisure activities for individuals and groups.
Programmes and qualifications with the following main content are classified here:
Abseiling (rope climbing)
Adventure based activities
Ground crew training (airport)
Guiding, tour leading
Recreation and leisure
Tourist trades programmes
Travel agency services
Travel and tourism
Travel services

=== Inclusions
Basic training in how to treat tourists is included here.

=== Exclusions
Study of recreation and leisure activities for school children is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.",http://data.europa.eu/esco/isced-f/1015,['http://data.europa.eu/esco/isced-f/101'],[],"travel, tourism and leisure. Travel and tourism is the study of marketing and advertising tourist destinations and events. It includes the study of ticketing and reservation practices. Leisure is the study of recreational and leisure activities for individuals and groups.
Programmes and qualifications with the following main content are classified here:
Abseiling (rope climbing)
Adventure based activities
Ground crew training (airport)
Guiding, tour leading
Recreation and leisure
Tourist trades programmes
Travel agency services
Travel and tourism
Travel services

=== Inclusions
Basic training in how to treat tourists is included here.

=== Exclusions
Study of recreation and leisure activities for school children is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'."
3,environmental sciences,521,"Environmental sciences are the study of organisms in relation to one another and to the environment.
Programmes and qualifications with the following main content are classified here:
Ecology
Environmental science

=== Exclusions
The study of biology and toxicology are excluded from this detailed field and included under narrow field 051 'Biological and related sciences'.",http://data.europa.eu/esco/isced-f/0521,['http://data.europa.eu/esco/isced-f/052'],[],"environmental sciences. Environmental sciences are the study of organisms in relation to one another and to the environment.
Programmes and qualifications with the following main content are classified here:
Ecology
Environmental science

=== Exclusions
The study of biology and toxicology are excluded from this detailed field and included under narrow field 051 'Biological and related sciences'."
3,wholesale and retail sales,416,"Wholesale and retail sales is the study of buying and selling goods and services, including stock management, pricing practices, loss prevention, sales systems and procedures. It includes the study of the workings and current trends of the wholesale and retail industries. Selling of buildings and properties is also included.
Programmes and qualifications with the following main content are classified here:
Auctioneering
Consumer services
Demonstration techniques
Purchasing
Real-estate business
Retailing
Stock-keeping
Ware-housing
Wholesaling

=== Inclusions
Study of buying and selling buildings and properties is included here.",http://data.europa.eu/esco/isced-f/0416,['http://data.europa.eu/esco/isced-f/041'],[],"wholesale and retail sales. Wholesale and retail sales is the study of buying and selling goods and services, including stock management, pricing practices, loss prevention, sales systems and procedures. It includes the study of the workings and current trends of the wholesale and retail industries. Selling of buildings and properties is also included.
Programmes and qualifications with the following main content are classified here:
Auctioneering
Consumer services
Demonstration techniques
Purchasing
Real-estate business
Retailing
Stock-keeping
Ware-housing
Wholesaling

=== Inclusions
Study of buying and selling buildings and properties is included here."
3,psychology,313,"Psychology is the study of the human mind and behaviour as a result of individual differences, experience and environment.
Programmes and qualifications with the following main content are classified here:
Cognitive science
Psychoanalysis
Psychology
Psychotherapy",http://data.europa.eu/esco/isced-f/0313,['http://data.europa.eu/esco/isced-f/031'],[],"psychology. Psychology is the study of the human mind and behaviour as a result of individual differences, experience and environment.
Programmes and qualifications with the following main content are classified here:
Cognitive science
Psychoanalysis
Psychology
Psychotherapy"
3,building and civil engineering,732,"Building is the study of the science, technology and techniques of assembling, erecting and maintaining public, commercial, industrial and residential structures and their fittings. Civil engineering is the study of planning, designing, testing and directing the construction of large scale buildings and structures, including systems for transport, water supply, sewage etc.
Programmes and qualifications with the following main content are classified here:
Bricklaying
Bridge construction
Building construction
Building engineering
Building technology
Carpentry and joinery (building)
Civil engineering
Construction equipment
Constructional metalwork (building)
Dock and harbour engineering
Floor and wall tiling
Floor covering
House building
Industrial abseiling (commercial)
Masonry and tile setting
Painting and wall covering
Plastering
Plumbing and pipefitting
Road building
Water engineering and technology
Water supply and sewerage engineering
Ventilation

=== Exclusions
Installation of electricity is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'. Similarly, installing and repairing of heating, air-conditioning and refrigeration equipment is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'.",http://data.europa.eu/esco/isced-f/0732,['http://data.europa.eu/esco/isced-f/073'],[],"building and civil engineering. Building is the study of the science, technology and techniques of assembling, erecting and maintaining public, commercial, industrial and residential structures and their fittings. Civil engineering is the study of planning, designing, testing and directing the construction of large scale buildings and structures, including systems for transport, water supply, sewage etc.
Programmes and qualifications with the following main content are classified here:
Bricklaying
Bridge construction
Building construction
Building engineering
Building technology
Carpentry and joinery (building)
Civil engineering
Construction equipment
Constructional metalwork (building)
Dock and harbour engineering
Floor and wall tiling
Floor covering
House building
Industrial abseiling (commercial)
Masonry and tile setting
Painting and wall covering
Plastering
Plumbing and pipefitting
Road building
Water engineering and technology
Water supply and sewerage engineering
Ventilation

=== Exclusions
Installation of electricity is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'. Similarly, installing and repairing of heating, air-conditioning and refrigeration equipment is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'."
3,"agriculture, forestry, fisheries and veterinary not further defined",800,,http://data.europa.eu/esco/isced-f/0800,['http://data.europa.eu/esco/isced-f/080'],[],"agriculture, forestry, fisheries and veterinary not further defined. "
2,field unknown,999,,http://data.europa.eu/esco/isced-f/999,['http://data.europa.eu/esco/isced-f/99'],['http://data.europa.eu/esco/isced-f/9999'],field unknown. 
2,health and welfare not elsewhere classified,99,,http://data.europa.eu/esco/isced-f/099,['http://data.europa.eu/esco/isced-f/09'],['http://data.europa.eu/esco/isced-f/0999'],health and welfare not elsewhere classified. 
3,health not further defined,910,,http://data.europa.eu/esco/isced-f/0910,['http://data.europa.eu/esco/isced-f/091'],[],health not further defined. 
3,"finance, banking and insurance",412,"Finance, banking and insurance is the study of planning, directing, organizing and controlling financial activities and services. It includes the control and monitoring of the financial resources of organizations, institutions and individuals, and the provision of financial services at the corporate and individual level.
Programmes and qualifications with the following main content are classified here:
Bank teller studies
Banking and finance
Finance theory
Insurance
Investment analysis
Investments and securities
Pension insurance
Social insurance
Stock-broking

=== Exclusions
Study of actuarial science is excluded from this detailed field and included in detailed field 0542 'Statistics'.",http://data.europa.eu/esco/isced-f/0412,['http://data.europa.eu/esco/isced-f/041'],[],"finance, banking and insurance. Finance, banking and insurance is the study of planning, directing, organizing and controlling financial activities and services. It includes the control and monitoring of the financial resources of organizations, institutions and individuals, and the provision of financial services at the corporate and individual level.
Programmes and qualifications with the following main content are classified here:
Bank teller studies
Banking and finance
Finance theory
Insurance
Investment analysis
Investments and securities
Pension insurance
Social insurance
Stock-broking

=== Exclusions
Study of actuarial science is excluded from this detailed field and included in detailed field 0542 'Statistics'."
3,database and network design and administration,612,"Database and network design and administration is the study of the design, maintenance and integration of software applications. Computer media applications are included.
Programmes and qualifications with the following main content are classified here:
Computer administration and management
Computer media applications
Computer network installation and maintenance
Database administrator studies
Information technology administration
Information technology security
Network administration
Network design
Web design",http://data.europa.eu/esco/isced-f/0612,['http://data.europa.eu/esco/isced-f/061'],[],"database and network design and administration. Database and network design and administration is the study of the design, maintenance and integration of software applications. Computer media applications are included.
Programmes and qualifications with the following main content are classified here:
Computer administration and management
Computer media applications
Computer network installation and maintenance
Database administrator studies
Information technology administration
Information technology security
Network administration
Network design
Web design"
3,architecture and construction not further defined,730,,http://data.europa.eu/esco/isced-f/0730,['http://data.europa.eu/esco/isced-f/073'],[],architecture and construction not further defined. 
3,inter-disciplinary programmes and qualifications involving information and communication technologies (icts),688,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to information and communication technologies (ICTs) are classified here.,http://data.europa.eu/esco/isced-f/0688,['http://data.europa.eu/esco/isced-f/068'],[],inter-disciplinary programmes and qualifications involving information and communication technologies (icts). Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to information and communication technologies (ICTs) are classified here.
3,literacy and numeracy,21,"Literacy and numeracy are programmes or qualifications arranged mainly for adults, designed to teach fundamental skills in reading, writing and arithmetic. The typical age range of participants can be used to distinguish between detailed field 0011 'Basic programmes and qualifications' and this detailed field.
Programmes and qualifications with the following main content are classified here:
Basic remedial programmes for youth or adults
Literacy
Numeracy",http://data.europa.eu/esco/isced-f/0021,['http://data.europa.eu/esco/isced-f/002'],[],"literacy and numeracy. Literacy and numeracy are programmes or qualifications arranged mainly for adults, designed to teach fundamental skills in reading, writing and arithmetic. The typical age range of participants can be used to distinguish between detailed field 0011 'Basic programmes and qualifications' and this detailed field.
Programmes and qualifications with the following main content are classified here:
Basic remedial programmes for youth or adults
Literacy
Numeracy"
2,generic programmes and qualifications not elsewhere classified,9,,http://data.europa.eu/esco/isced-f/009,['http://data.europa.eu/esco/isced-f/00'],['http://data.europa.eu/esco/isced-f/0099'],generic programmes and qualifications not elsewhere classified. 
3,welfare not elsewhere classified,929,,http://data.europa.eu/esco/isced-f/0929,['http://data.europa.eu/esco/isced-f/092'],[],welfare not elsewhere classified. 
3,accounting and taxation,411,"Accounting and taxation is the study of maintaining, auditing and recording financial transactions.
Programmes and qualifications with the following main content are classified here:
Accounting
Auditing
Bookkeeping
Tax accounting
Tax management

=== Exclusions
Study of tax laws is excluded from this detailed field and included in detailed field 0421 'Law'.",http://data.europa.eu/esco/isced-f/0411,['http://data.europa.eu/esco/isced-f/041'],[],"accounting and taxation. Accounting and taxation is the study of maintaining, auditing and recording financial transactions.
Programmes and qualifications with the following main content are classified here:
Accounting
Auditing
Bookkeeping
Tax accounting
Tax management

=== Exclusions
Study of tax laws is excluded from this detailed field and included in detailed field 0421 'Law'."
2,social and behavioural sciences,31,,http://data.europa.eu/esco/isced-f/031,['http://data.europa.eu/esco/isced-f/03'],"['http://data.europa.eu/esco/isced-f/0314', 'http://data.europa.eu/esco/isced-f/0312', 'http://data.europa.eu/esco/isced-f/0313', 'http://data.europa.eu/esco/isced-f/0319', 'http://data.europa.eu/esco/isced-f/0311', 'http://data.europa.eu/esco/isced-f/0310']",social and behavioural sciences. 
3,religion and theology,221,"Religion and theology is the study of religious beliefs, concepts, symbols, expressions and texts of spirituality.
Programmes and qualifications with the following main content are classified here:
Religious history
Study of sacred books
Study of different religions
Theology

=== Inclusions
Included in this detailed field are programmes for children and young people, usually given in religious schools or seminars, in monasteries etc., aiming to develop an interest in the tenets of their religion and sufficient familiarity with its philosophy to assist in the propagation of their faith.

=== Exclusions
Basic programmes given in religious schools, seminars etc. containing religious instruction but not emphasising it or leading to a religious vocation, are excluded from this detailed field and included in 0011 'Basic programmes and qualifications'. Islamic sharia programmes and qualifications are excluded from this detailed field and included in detailed field 0421 'Law'.",http://data.europa.eu/esco/isced-f/0221,['http://data.europa.eu/esco/isced-f/022'],[],"religion and theology. Religion and theology is the study of religious beliefs, concepts, symbols, expressions and texts of spirituality.
Programmes and qualifications with the following main content are classified here:
Religious history
Study of sacred books
Study of different religions
Theology

=== Inclusions
Included in this detailed field are programmes for children and young people, usually given in religious schools or seminars, in monasteries etc., aiming to develop an interest in the tenets of their religion and sufficient familiarity with its philosophy to assist in the propagation of their faith.

=== Exclusions
Basic programmes given in religious schools, seminars etc. containing religious instruction but not emphasising it or leading to a religious vocation, are excluded from this detailed field and included in 0011 'Basic programmes and qualifications'. Islamic sharia programmes and qualifications are excluded from this detailed field and included in detailed field 0421 'Law'."
3,crop and livestock production,811,"Crop and livestock production is the study of growing, maintaining and harvesting crops and pastures, and grazing and managing animals. It includes the study of managing and maintaining farms and producing unprocessed plant and animal products.
Programmes and qualifications with the following main content are classified here:
Agricultural sciences
Agronomy and crop science
Animal husbandry
Crop growing
Dog breeding
Farm and ranch management
Farming
Fruit growing
Grain growing
Horse breeding
Pig farming
Poultry husbandry
Rice farming
Rye and wheat growing
Sheep farming
Soil science
Sugar cane growing
Vegetable planting
Wine growing

=== Inclusions
Study of soil fertility and irrigation techniques are included here.
Study of growing intensively managed crops such as fruit and vegetables is included here.

=== Exclusions
Study of wine production is excluded from this detailed field and is included in detailed field 0721 'Food processing'.
Jockeying is excluded from this detailed field and is included in detailed field 1014 'Sports'",http://data.europa.eu/esco/isced-f/0811,['http://data.europa.eu/esco/isced-f/081'],[],"crop and livestock production. Crop and livestock production is the study of growing, maintaining and harvesting crops and pastures, and grazing and managing animals. It includes the study of managing and maintaining farms and producing unprocessed plant and animal products.
Programmes and qualifications with the following main content are classified here:
Agricultural sciences
Agronomy and crop science
Animal husbandry
Crop growing
Dog breeding
Farm and ranch management
Farming
Fruit growing
Grain growing
Horse breeding
Pig farming
Poultry husbandry
Rice farming
Rye and wheat growing
Sheep farming
Soil science
Sugar cane growing
Vegetable planting
Wine growing

=== Inclusions
Study of soil fertility and irrigation techniques are included here.
Study of growing intensively managed crops such as fruit and vegetables is included here.

=== Exclusions
Study of wine production is excluded from this detailed field and is included in detailed field 0721 'Food processing'.
Jockeying is excluded from this detailed field and is included in detailed field 1014 'Sports'"
3,audio-visual techniques and media production,211,"Audio-visual techniques and media production is the study of techniques and skills to produce books or newspapers, radio or TV production, film or video production, recorded music production and graphic reproduction. It includes programmes and qualifications in methods of colour reproduction, photography and computer graphics. Study of combining pictures, words and decorations in the production of books, magazines, posters, adverts etc. is also included.
Programmes and qualifications with the following main content are classified here:
Animation
Bookbinding
Camera operating
Compositing (printing)
Computer game production
Computer type-setting
Film and video production
Graphic design
Graphic reproduction
Illustration
Interactive media design
Media techniques
Multimedia production
Photography
Pre-press operations
Print finishing and binding
Printing
Publishing design, lay-out
Radio and TV production
Recorded music production
Sound techniques
Type-setting

=== Inclusions
Desktop publishing and lay-out are included here.

=== Exclusions
Programmes and qualifications in the use of specific software applications for desktop publishing and website development are excluded from this detailed field and included in detailed field 0611 'Computer use'.
Study of journalism (wording and content of messages) is excluded from this detailed field and included in detailed field 0321 'Journalism and reporting'.",http://data.europa.eu/esco/isced-f/0211,['http://data.europa.eu/esco/isced-f/021'],[],"audio-visual techniques and media production. Audio-visual techniques and media production is the study of techniques and skills to produce books or newspapers, radio or TV production, film or video production, recorded music production and graphic reproduction. It includes programmes and qualifications in methods of colour reproduction, photography and computer graphics. Study of combining pictures, words and decorations in the production of books, magazines, posters, adverts etc. is also included.
Programmes and qualifications with the following main content are classified here:
Animation
Bookbinding
Camera operating
Compositing (printing)
Computer game production
Computer type-setting
Film and video production
Graphic design
Graphic reproduction
Illustration
Interactive media design
Media techniques
Multimedia production
Photography
Pre-press operations
Print finishing and binding
Printing
Publishing design, lay-out
Radio and TV production
Recorded music production
Sound techniques
Type-setting

=== Inclusions
Desktop publishing and lay-out are included here.

=== Exclusions
Programmes and qualifications in the use of specific software applications for desktop publishing and website development are excluded from this detailed field and included in detailed field 0611 'Computer use'.
Study of journalism (wording and content of messages) is excluded from this detailed field and included in detailed field 0321 'Journalism and reporting'."
3,natural environments and wildlife,522,"Natural environments and wildlife is the study of the relationships between living organisms in natural environments in order to protect nature and wildlife. It includes the study of establishing and maintaining national parks in order to preserve their original natural state.
Programmes and qualifications with the following main content are classified here:
National parks and wildlife management
Nature conservation
Wildlife

=== Exclusions
Study of agriculture, horticulture and forestry are excluded from this detailed field and included in some of the detailed fields under 08 'Agriculture, forestry, fisheries and veterinary'.
Study of hunting and trapping is excluded from this detailed field and included in detailed field 0821 'Forestry'.",http://data.europa.eu/esco/isced-f/0522,['http://data.europa.eu/esco/isced-f/052'],[],"natural environments and wildlife. Natural environments and wildlife is the study of the relationships between living organisms in natural environments in order to protect nature and wildlife. It includes the study of establishing and maintaining national parks in order to preserve their original natural state.
Programmes and qualifications with the following main content are classified here:
National parks and wildlife management
Nature conservation
Wildlife

=== Exclusions
Study of agriculture, horticulture and forestry are excluded from this detailed field and included in some of the detailed fields under 08 'Agriculture, forestry, fisheries and veterinary'.
Study of hunting and trapping is excluded from this detailed field and included in detailed field 0821 'Forestry'."
2,health and welfare not further defined,90,,http://data.europa.eu/esco/isced-f/090,['http://data.europa.eu/esco/isced-f/09'],['http://data.europa.eu/esco/isced-f/0900'],health and welfare not further defined. 
3,"natural sciences, mathematics and statistics not further defined",500,,http://data.europa.eu/esco/isced-f/0500,['http://data.europa.eu/esco/isced-f/050'],[],"natural sciences, mathematics and statistics not further defined. "
2,personal skills and development,3,,http://data.europa.eu/esco/isced-f/003,['http://data.europa.eu/esco/isced-f/00'],['http://data.europa.eu/esco/isced-f/0031'],personal skills and development. 
3,inter-disciplinary programmes and qualifications involving humanities,228,,http://data.europa.eu/esco/isced-f/0228,['http://data.europa.eu/esco/isced-f/022'],[],inter-disciplinary programmes and qualifications involving humanities. 
1,"business, administration and law",4,,http://data.europa.eu/esco/isced-f/04,['http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22'],"['http://data.europa.eu/esco/isced-f/041', 'http://data.europa.eu/esco/isced-f/042', 'http://data.europa.eu/esco/isced-f/049', 'http://data.europa.eu/esco/isced-f/040', 'http://data.europa.eu/esco/isced-f/048']","business, administration and law. "
3,military and defence,1031,"Military and defence is the study of services to the community connected with war and defence, designed to provide training in the principles and practice of military science.
Programmes and qualifications with the following main content are classified here:
Air force training
Army training
Defence studies
Military science
Navy training
War theory

=== Exclusions
Military personnel participating in non-military programmes should be classified according to the subject content of the training programme.",http://data.europa.eu/esco/isced-f/1031,['http://data.europa.eu/esco/isced-f/103'],[],"military and defence. Military and defence is the study of services to the community connected with war and defence, designed to provide training in the principles and practice of military science.
Programmes and qualifications with the following main content are classified here:
Air force training
Army training
Defence studies
Military science
Navy training
War theory

=== Exclusions
Military personnel participating in non-military programmes should be classified according to the subject content of the training programme."
3,"inter-disciplinary programmes and qualifications involving social sciences, journalism and information",388,"Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to social sciences, journalism and information are classified here.",http://data.europa.eu/esco/isced-f/0388,['http://data.europa.eu/esco/isced-f/038'],[],"inter-disciplinary programmes and qualifications involving social sciences, journalism and information. Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to social sciences, journalism and information are classified here."
3,history and archaeology,222,"History is the study of past events, especially the political, social and economic development of a country, a continent or the world. History of medicine is classified here, likewise the study of history of science and ideas. Archaeology is the study of ancient civilisations by scientific analysis of what is found in the ground.
Programmes and qualifications with the following main content are classified here:
Archaeology
Cultural history
Folklore studies
History
History of literature
History of medicine
History of science and ideas
History of technology

=== Inclusions
Restoration and preservation of artistic heritage are included here.

=== Exclusions
Study of literature combined with study of a specific language is excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.
Study of classical languages (Latin etc.) is excluded from this detailed field and included in detailed field 0231 'Language acquisition'.
Study of History of art is excluded from this detailed field and included in detailed field 0213 'Fine arts'.
Study of Music and performing arts history is excluded from this detailed field and included in detailed field 0215 'Music and performing arts'.
Study of Economic history/history of economics is excluded from this detailed field and included in detailed field 0311 'Economics'.",http://data.europa.eu/esco/isced-f/0222,['http://data.europa.eu/esco/isced-f/022'],[],"history and archaeology. History is the study of past events, especially the political, social and economic development of a country, a continent or the world. History of medicine is classified here, likewise the study of history of science and ideas. Archaeology is the study of ancient civilisations by scientific analysis of what is found in the ground.
Programmes and qualifications with the following main content are classified here:
Archaeology
Cultural history
Folklore studies
History
History of literature
History of medicine
History of science and ideas
History of technology

=== Inclusions
Restoration and preservation of artistic heritage are included here.

=== Exclusions
Study of literature combined with study of a specific language is excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.
Study of classical languages (Latin etc.) is excluded from this detailed field and included in detailed field 0231 'Language acquisition'.
Study of History of art is excluded from this detailed field and included in detailed field 0213 'Fine arts'.
Study of Music and performing arts history is excluded from this detailed field and included in detailed field 0215 'Music and performing arts'.
Study of Economic history/history of economics is excluded from this detailed field and included in detailed field 0311 'Economics'."
3,veterinary,841,"Veterinary is the study of preventing, diagnosing and treating diseases and injuries in animals, and their general care. The study of caring for sick, injured and infirm animals undergoing treatment in veterinary clinics is included. It also includes the study of providing assistance to veterinary scientists.
Programmes and qualifications with the following main content are classified here:
Animal health care
Animal reproduction (science)
Artificial insemination (of animals)
Veterinary assisting
Veterinary medicine
Veterinary nursing
Veterinary science

=== Inclusions
The science of animal reproduction is included here.

=== Exclusions
Study of animal breeding is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",http://data.europa.eu/esco/isced-f/0841,['http://data.europa.eu/esco/isced-f/084'],[],"veterinary. Veterinary is the study of preventing, diagnosing and treating diseases and injuries in animals, and their general care. The study of caring for sick, injured and infirm animals undergoing treatment in veterinary clinics is included. It also includes the study of providing assistance to veterinary scientists.
Programmes and qualifications with the following main content are classified here:
Animal health care
Animal reproduction (science)
Artificial insemination (of animals)
Veterinary assisting
Veterinary medicine
Veterinary nursing
Veterinary science

=== Inclusions
The science of animal reproduction is included here.

=== Exclusions
Study of animal breeding is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'."
2,"social sciences, journalism and information not further defined",30,,http://data.europa.eu/esco/isced-f/030,['http://data.europa.eu/esco/isced-f/03'],['http://data.europa.eu/esco/isced-f/0300'],"social sciences, journalism and information not further defined. "
3,information and communication technologies (icts) not further defined,610,,http://data.europa.eu/esco/isced-f/0610,['http://data.europa.eu/esco/isced-f/061'],[],information and communication technologies (icts) not further defined. 
3,philosophy and ethics,223,"Philosophy and ethics is the study of philosophy, ethics and related subjects dealing with the conception of life.
Programmes and qualifications with the following main content are classified here:
Ethics
Logic
Morals
Philosophy

=== Exclusions
Study of religion is excluded from this detailed field and included in detailed field 0221 'Religion'.
Study of Philosophy of arts is excluded from this detailed field and is included in detailed field 0213 'Fine arts'",http://data.europa.eu/esco/isced-f/0223,['http://data.europa.eu/esco/isced-f/022'],[],"philosophy and ethics. Philosophy and ethics is the study of philosophy, ethics and related subjects dealing with the conception of life.
Programmes and qualifications with the following main content are classified here:
Ethics
Logic
Morals
Philosophy

=== Exclusions
Study of religion is excluded from this detailed field and included in detailed field 0221 'Religion'.
Study of Philosophy of arts is excluded from this detailed field and is included in detailed field 0213 'Fine arts'"
3,health and welfare not further defined,900,,http://data.europa.eu/esco/isced-f/0900,['http://data.europa.eu/esco/isced-f/090'],[],health and welfare not further defined. 
2,"inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary",88,,http://data.europa.eu/esco/isced-f/088,['http://data.europa.eu/esco/isced-f/08'],['http://data.europa.eu/esco/isced-f/0888'],"inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary. "
3,health and welfare not elsewhere classified,999,,http://data.europa.eu/esco/isced-f/0999,['http://data.europa.eu/esco/isced-f/099'],[],health and welfare not elsewhere classified. 
2,"engineering, manufacturing and construction not further defined",70,,http://data.europa.eu/esco/isced-f/070,['http://data.europa.eu/esco/isced-f/07'],['http://data.europa.eu/esco/isced-f/0700'],"engineering, manufacturing and construction not further defined. "
